Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
turun tirani kalah tirani ahok tumbang tinggal tugas,1,0,1,0,0,0,0,0,1,0,0,1
pertamina jual phk besar tka asing visa turis,0,0,0,0,0,0,0,0,0,0,0,0
pks sadar rakyat percaya pks antek korupsi munafik,1,0,0,1,0,0,0,0,1,0,1,0
anjir,0,1,0,0,0,0,0,0,0,0,0,0
kwon soonyoung kasir bilang diem lakuin layan langgan sasar empuk anak anak penasaran pipi gembul bgt kecuali mata sipit,0,0,0,0,0,0,0,0,0,0,0,0
awal distribusi pupuk sasar tani musim tanam laksana bumdes bina manfaat tlogorejo kepohbaru bojonegoro rencanakandirikankembangkan bumdes topang ekonomi rakyat,0,0,0,0,0,0,0,0,0,0,0,0
karno khianat pki pki mayoritas orang jawa pki bantai harto jawa nnsekarang jokowi wakil suara mayoritas jawa pro asing,1,0,1,0,0,1,0,0,0,1,0,0
diemlu bangke,1,1,1,0,0,0,0,0,1,1,0,0
ya fan nya mino jatuh mino disbitch antek antek nyanni lost the receipts but still baca nya putus diam,0,0,0,0,0,0,0,0,0,0,0,0
gw sesal anak jorok ca walkman tau mana skg mahal banget walkman neh cita cita gue banget turtable vinil biar tua teh dengar vinil rajut bikin taplak meja,0,0,0,0,0,0,0,0,0,0,0,0
mahakarya borobudur event budaya tema indonesia kain bentuk batik fashion performing art raya world heritage day ra kartini,0,0,0,0,0,0,0,0,0,0,0,0
culun pasang lovren mignolet,0,1,0,0,0,0,0,0,0,0,0,0
nekat ciduk framing jokowi diktator amp anti islam,1,0,1,0,0,0,0,0,1,1,0,0
gua diving sarap,0,1,0,0,0,0,0,0,0,0,0,0
rawan lin dukung anis matta presiden republik indonesia kalang hijaber model keluarga global mahasiswa dll percaya anis matta,0,0,0,0,0,0,0,0,0,0,0,0
anggota dpr amnesia parah gin pilih wakil orang wkwkwkwk,0,0,0,0,0,0,0,0,0,0,0,0
mmg mayoritas citizen wajib kawin but islam dok pon ikut  allahuakhbar pesankatdirisendirije,0,0,0,0,0,0,0,0,0,0,0,0
horas horas horas kapal feri presiden unjung pulau samosir rangkai kunjung kerja presiden sambut upacara adat samosir pekik horas horas horas,0,0,0,0,0,0,0,0,0,0,0,0
ganti gubernur jakarta tumbang anies bang sandi presiden insya allah alih prabowo,1,0,1,0,0,0,0,0,1,1,0,0
yaamfun skripsi budaya populer,0,0,0,0,0,0,0,0,0,0,0,0
seriously rakyat tau tau sabah sarawak tni tau kasih tau mas nya alas kali tari pendet iklan pariwisata malaysia banner iklan tki jual,0,0,0,0,0,0,0,0,0,0,0,0
tau bacot bacot bacot,1,1,1,0,0,0,0,0,1,1,0,0
sih kapitalisme hahaha dasar antek antek komunis,1,0,0,1,0,1,0,0,0,0,1,0
tai dah ade ade aje yutuber plokis ngerjain au,0,1,0,0,0,0,0,0,0,0,0,0
gubernur pribumi yah,1,0,1,0,0,1,0,0,0,1,0,0
prancisinggris perancis cacat lini inggris bingung main muda andal,0,0,0,0,0,0,0,0,0,0,0,0
sby era mana duit negara proyek mangkrak,1,0,0,1,0,0,0,0,1,0,1,0
lembaga survei nya tim jokowi independensi nya ragu,1,0,1,0,0,0,0,0,1,1,0,0
cebong pikir segitu bikin jalan km tuhnnhabis satpam rupiah,1,1,0,1,0,0,0,0,1,0,1,0
mental lgbt is wujud lahir sebab kisah pengaruh bebas batas kian luas manusia normal tahan hak amal normal,0,0,0,0,0,0,0,0,0,0,0,0
be real munafik pilih gaji kerja sesuai passion lingkung kerja dukung slg jatuhin nyaman aja stres pilih kerja sesuai passion,0,0,0,0,0,0,0,0,0,0,0,0
sedulurngaji bondowoso yu ngaji pahala hadiah guru ulama nu keluarga,0,0,0,0,0,0,0,0,0,0,0,0
ragu ganyang pki,1,0,0,1,0,1,0,0,0,0,0,1
cacat atur main as product nya hati nnya asa nikmat hikmah iman,0,0,0,0,0,0,0,0,0,0,0,0
hauahahaha muka banci kecoa kafir,1,1,1,0,1,0,1,1,0,1,0,0
bidik nista ulama,0,0,0,0,0,0,0,0,0,0,0,0
onta buroq kendara surga yaila,0,0,0,0,0,0,0,0,0,0,0,0
bem si itb mana ya suara rezim cebong,1,1,0,1,0,0,0,0,1,0,1,0
si ahoak cina anjing kafir nista agama islam,1,1,1,0,1,1,0,0,0,1,0,0
doa bangsa ajar islam pks aku partai dakwah genah ya allah engkau hendak jokowi ilah tunjuk beliau bawa bangsa maju engkau hendak,0,0,0,0,0,0,0,0,0,0,0,0
kaum bani kampret reaksi negatif,1,1,0,1,0,0,0,0,1,0,1,0
rakyat erti agama teror bom aksi teror kuasa republik,0,0,0,0,0,0,0,0,0,0,0,0
retweeted sidogirimedia nnbagaimana arab latar islam lahir kembang beda agama nasrani yahudi agama lahir timur kembang terja,0,0,0,0,0,0,0,0,0,0,0,0
cinta indonesia kitajokowi,0,0,0,0,0,0,0,0,0,0,0,0
otak toilet otak babi terima ahok kafir ahok kafir hina anggap islam sampah,1,1,1,0,1,0,0,0,0,1,0,0
eh bodoh porno acc follow,0,1,0,0,0,0,0,0,0,0,0,0
bagus pollingnya sisih final tunggu de ,0,0,0,0,0,0,0,0,0,0,0,0
belaga pilon nhp doang smart otak ujung,1,1,1,0,0,0,0,0,1,1,0,0
botol fan otak kali ya dongok nya,1,1,0,1,0,0,0,0,1,0,1,0
akun teman buzzer politik calon gubernur asyik asyik aja ga bagi berita buruk lawan asyik promo kampanye tagar masingmasing calon enak banget,0,0,0,0,0,0,0,0,0,0,0,0
tni seru tonton perintah pro komunis partai komunis indonesia,1,0,0,1,0,0,0,0,1,0,1,0
eh sok intai dil milea bajing,0,1,0,0,0,0,0,0,0,0,0,0
sipit nih mesti capslock,0,0,0,0,0,0,0,0,0,0,0,0
kristen syriac arabislam pakai sebut alah allah bukti literatur syriac arabislam,0,0,0,0,0,0,0,0,0,0,0,0
cina asu,1,1,0,1,0,1,0,0,0,0,1,0
mentang mentang dana kafirnapa mentang mentang aparat pro,1,1,1,0,1,0,0,0,0,1,0,0
dapat apresiasi rezim muhammad zohri mesti namanama ikan dahulusepeda,0,0,0,0,0,0,0,0,0,0,0,0
woy njing ibu lacur ya laku bejad dasar anak haram wkwk d,1,1,0,1,0,0,0,1,0,0,1,0
alam birokrat masyarakat pilih syamsuar gubernur riau,0,0,0,0,0,0,0,0,0,0,0,0
gembel benar cantik wkwnnyah makan,0,1,0,0,0,0,0,0,0,0,0,0
harta rai mantra syukur gubernur wakil gubernur keluarga kayak mantrakerta,0,0,0,0,0,0,0,0,0,0,0,0
salah jokowi ahok sih babi ateis,1,1,0,1,1,0,0,0,0,0,1,0
lt ya nsfw genjatgenjot doang nama nsfw aman anak umur,0,0,0,0,0,0,0,0,0,0,0,0
inspirasi generasi milenial generasi muda anak bangsa mau fokus tetap sahaja hati hati uji harta tahta waspada,0,0,0,0,0,0,0,0,0,0,0,0
beda ngentot ngewe,0,1,0,0,0,0,0,0,0,0,0,0
ohini antek nya komunis,1,0,1,0,0,1,0,0,0,1,0,0
beda cundang negeri nasionalis bela negara orang pintar nasionalis orang bodoh nasionalis paham s,0,0,0,0,0,0,0,0,0,0,0,0
sungguh cinta buta lumpuh logika mario teguh,0,0,0,0,0,0,0,0,0,0,0,0
orang turun cina gubernur masalah indonesia bicara orang padang presiden singapur,1,0,1,0,0,1,0,0,0,1,0,0
bodo ganggu sayang gue,0,1,0,0,0,0,0,0,0,0,0,0
jancuk jancuk,0,1,0,0,0,0,0,0,0,0,0,0
bandara internasional kertajati harap uji coba mei bandara tampung juta tumpang tahap i besar soekarnohatta moga bandara konkret gerak ekonomi si,0,0,0,0,0,0,0,0,0,0,0,0
apa bentuk dukung rezim panik lupa ya,1,0,1,0,0,0,0,0,1,1,0,0
wkwkwkwk gila bang pikir kuping,0,0,0,0,0,0,0,0,0,0,0,0
kalo bicara agama keliling takut diskusi agama tenang cipta umatjemaat ngamukan,0,0,0,0,0,0,0,0,0,0,0,0
kuasa bahasa melayu kalang bangsa cina hafal paham hafal,0,0,0,0,0,0,0,0,0,0,0,0
sistem demokrasi pimpin soekarno akibat seteru politik ideologi pki tni peristiwa darah kenal gera september,0,0,0,0,0,0,0,0,0,0,0,0
yeuhhh dasar pucuk kntl,1,1,1,0,0,0,0,0,1,1,0,0
kafir tulen pilih fuckry,1,1,0,1,1,0,0,0,0,0,1,0
anggap non muslim kafir harbi jihad perang dll,0,0,0,0,0,0,0,0,0,0,0,0
muhammad aku nabi silah rampas hak orang aku nabi,1,0,0,1,1,0,0,0,0,0,1,0
,1,1,1,0,0,0,0,0,1,1,0,0
usaha damai slogan big is beautifulnya orangorang gendut sumber dapat besar negara okok,0,0,0,0,0,0,0,0,0,0,0,0
ajak terjun langsung hidup nyata masyarakat latih peka sosial budaya ekonomi politik dll tingkat ipk indek kembang kolektiv terap melulu prestasi kumulatif theoretical,0,0,0,0,0,0,0,0,0,0,0,0
tau malu nih cina angkat kaki istana,1,0,0,1,0,1,0,0,0,0,1,0
gak hutang saham fmi panjang kontrak fmi habis fmi milik nkri bentuk tolol rezim,1,1,0,1,0,0,0,0,1,0,1,0
cocot lu,1,1,1,0,0,0,0,0,1,1,0,0
mantap selamat,1,0,1,0,0,0,0,0,1,1,0,0
twit gue udik kayak didik keras,0,1,0,0,0,0,0,0,0,0,0,0
babi nih haihhh,1,1,1,0,0,0,0,0,1,1,0,0
anak pki pro syiah antek asing diktator komunis bijak neoliberal wadaw,1,0,0,1,1,1,0,0,0,0,1,0
pimpin salat kepala imam masjid sidoarjo pukul kapaknnsemoga murni tindak kriminal kerja orang gila,0,0,0,0,0,0,0,0,0,0,0,0
ahok dilengserkanmisi lengser jokowi jakartakece,1,0,1,0,0,0,0,0,1,0,0,1
alaaa bodoh asing ni,1,1,1,0,0,0,0,0,1,1,0,0
ekonomi skrg laaa pikir mne natural killer maju hidup mcm,0,0,0,0,0,0,0,0,0,0,0,0
lengser otot reklamasi,1,0,1,0,0,0,0,0,1,0,0,1
deklarasi pilih kepala daerah aman anti hoaks perangkat desa kedungrejo jabon,0,0,0,0,0,0,0,0,0,0,0,0
bhabinkamtibmas desa sidoharjo polsek pringsewu kota brigpol aris s sambangsilaturahmi kantor lsm gmbi desa sidoharjo ajak anggota gmbi peran aktif jaga aman tertib masyarakat jelang pilih gubernur wakil gubernur,0,0,0,0,0,0,0,0,0,0,0,0
kasih tau orang mashup tau masuk ekonomi salah pilih,0,0,0,0,0,0,0,0,0,0,0,0
peduli oceh lakilaki depan temu laki laki ui luas sekian mahasiswa alannnbodo gue denger gue pakai headset duli ikut langkah kaki,0,1,0,0,0,0,0,0,0,0,0,0
gusur gusdur amin rais amin rais antek asing,0,0,0,0,0,0,0,0,0,0,0,0
islam ayat muhammad mutasyabihatmisal ulama tafsir dajjal simbol jahat arti fakta real mahluk ramai ulama tafsir bah,0,0,0,0,0,0,0,0,0,0,0,0
suka lucu orang bilang karna ahok penjara jakarta ancur gubernur ganti becus donghahaha,1,0,1,0,0,0,0,0,1,1,0,0
skskkajanx onta kak biar berkah hidup,0,0,0,0,0,0,0,0,0,0,0,0
kuasa ajar kalbu bisu venus,0,0,0,0,0,0,0,0,0,0,0,0
besok prabowo calon presiden teriakteriak indonesia bebas korupsi percaya ya fadli apes marah,1,0,1,0,0,0,0,0,1,1,0,0
teras saksi bisu ya masdiennduh khawatir dicka nih,0,0,0,0,0,0,0,0,0,0,0,0
salah dukung mafia koruptor nista agama gerombol banci titot laku bidik arah,1,1,0,1,0,0,0,1,0,0,1,0
guna cebong kolam,1,1,1,0,0,0,0,0,1,1,0,0
stw balierma suka kontol,0,1,0,0,0,0,0,0,0,0,0,0
ppp soal hayat percaya masuk kolom agama ktp romahurmuziy,0,0,0,0,0,0,0,0,0,0,0,0
modul didik agama katolik budi pekerti yesaya sd kelas sd,0,0,0,0,0,0,0,0,0,0,0,0
kristen kristen orang kristen,0,0,0,0,0,0,0,0,0,0,0,0
prabowo bisa koar koar citra,1,0,1,0,0,0,0,0,1,1,0,0
bunuh orang ahmadiyah syiah partai komunis indonesia ya,1,0,0,1,0,1,0,0,0,0,1,0
restoran pondokleleaksanacirebon datang rombong pemuda salah gereja kota cirebon katolik waiters kurang aku bantu,0,0,0,0,0,0,0,0,0,0,0,0
prabowo gerombol tanding isu,1,0,0,1,0,0,0,0,1,0,1,0
entot adik mas ah ah mas enjot memek adek,0,1,0,0,0,0,0,0,0,0,0,0
bajing pants prthankn,0,1,0,0,0,0,0,0,0,0,0,0
baik beliau mundur politik,1,0,1,0,0,0,0,0,1,1,0,0
pki maksud partai adil sejahtera nanya,0,0,0,0,0,0,0,0,0,0,0,0
isu pki muncul semangat fitnah oborrakyat pks pilih habis pikir pimred or jadi direksi bumn blunder,1,0,0,1,0,0,0,0,1,0,1,0
syetannn suka dengar suara azan suka orang hijab setan turun iblis ninnalillah miris,0,1,0,0,0,0,0,0,0,0,0,0
sebab agama cacat hawa nafsu hr asysyihaab,0,0,0,0,0,0,0,0,0,0,0,0
omong ahok bukti anies sandi ingkar janji reklamasi,1,0,0,1,0,0,0,0,1,0,1,0
sumpah allah swt benci kafir lukman sebut islam damai sunni vs syiah seteru,1,0,0,1,1,0,0,0,0,0,1,0
mampus,0,1,0,0,0,0,0,0,0,0,0,0
sipit baca itu,0,0,0,0,0,0,0,0,0,0,0,0
saracen narkoba jakarta pimpin anies,1,0,1,0,0,0,0,0,1,1,0,0
buah ketapang makan ontankapan abang cinta,0,0,0,0,0,0,0,0,0,0,0,0
udh anti asing,0,0,0,0,0,0,0,0,0,0,0,0
okezone news guna anggar negara jokowi ukur kerja,1,0,1,0,0,0,0,0,1,1,0,0
mbah soleh imf tahan kira tumbuh ekonomi global washington dana moneter internasional international,0,0,0,0,0,0,0,0,0,0,0,0
prabowo cemeeh usaha perintah rohingya dunia internasional puji liat ucap prabowo citra,1,0,1,0,0,0,0,0,1,1,0,0
cabe cabe nya bbmn facrbookn politik tau doi tau nya berita berita sampah citra,1,1,1,0,0,0,0,0,1,1,0,0
can relate syukur keluarga gue lengkap is a lil bit messi sometimes gue cacat fisik nkarena orang nasib bagus gue,0,0,0,0,0,0,0,0,0,0,0,0
ahok penjara kutip kalimat kitab fiksi aneh bela agama ahli surga serentak bela sih dungu kitab suci fiksi,1,1,1,0,0,0,0,0,1,1,0,0
sok ganteng banget sih bencong,1,1,1,0,0,0,0,1,0,1,0,0
sipit dua tertawa sipit,0,0,0,0,0,0,0,0,0,0,0,0
unch ena nya susilo bambang yudhoyono korupsi,1,0,1,0,0,0,0,0,1,1,0,0
aku burik jugapercaya,0,0,0,0,0,0,0,0,0,0,0,0
jokowi mundur aja lempar handuk aku pimpin negara mundur kasihan rakyat,1,0,1,0,0,0,0,0,1,1,0,0
aku amannharam hukum ajak perempuan anak medan jihadnkami lepas jadi bom kemarinnyg kemarin orang gilannaman afiliasi isis bom kemarin isis k,0,0,0,0,0,0,0,0,0,0,0,0
tunggak listrik viral fadli zon pln aman data,0,0,0,0,0,0,0,0,0,0,0,0
mari borong fakir umat miskin tahu orang aku ulama borong borong borong murah riah,0,0,0,0,0,0,0,0,0,0,0,0
emang banyak bangsa cebong goblok tuju,1,1,0,1,0,0,0,0,1,0,1,0
teman kerja kang daniel brengseknntrus teman sekolah jongin brengsek teman gw seok jin brengsek teman gue berengsek,1,1,1,0,0,0,0,0,1,1,0,0
yanan acara cina,0,0,0,0,0,0,0,0,0,0,0,0
gak duli replyku sambung,1,0,1,0,0,0,0,0,1,1,0,0
bejad,0,1,0,0,0,0,0,0,0,0,0,0
kontol sange ngaceng,0,1,0,0,0,0,0,0,0,0,0,0
benar beta sepak dasar yahudi,1,1,1,0,1,0,0,0,0,1,0,0
tekong sempang kerayong padu anak buah mys pandai edmet tampon gm kelas padu futcal ahli gabung gan kelas time futcal rajin agama pon eheh jodoh sempurna kelas,0,0,0,0,0,0,0,0,0,0,0,0
info kompasiana prabowo turun yahudi ya,1,0,1,0,1,0,0,0,0,1,0,0
profilnnnama lengkap elizabeth bennett nnmarga kangnnnama panggil bebe liza eelnntempat tanggal lahir jakarta januari kristen,0,0,0,0,0,0,0,0,0,0,0,0
trus ajak ngewe dm gue amatir anjir hahaha gangerti,0,1,0,0,0,0,0,0,0,0,0,0
kerja lempar lempar batu bang gw kayak teman teman lo lempar lempari bus main pakai bom molotov,0,0,0,0,0,0,0,0,0,0,0,0
malu malu anak medan ruhutnnquiz nnsiapa ya koar suka bawa bawa ras hina jk foto politikus berengsek bakar makasar,1,1,1,0,0,0,0,0,1,1,0,0
joget raffi ahmad ayu ting ting bilang norak kampung nagita slavina kronologi,0,1,0,0,0,0,0,0,0,0,0,0
jalanjalan kota sumedangnada kambing makan rumputnanakanak senang nmelihat banci goyang dangdut,0,0,0,0,0,0,0,0,0,0,0,0
kalah lu mampus,1,1,1,0,0,0,0,0,1,1,0,0
hutang ganti bahas halus gotong royong nalar waras rakyat indonesia uji rezim ininlulus kelas,0,0,0,0,0,0,0,0,0,0,0,0
iya maaf salahmaksudnya katolik parahyangan,0,0,0,0,0,0,0,0,0,0,0,0
gua benci orang bloon gua informasi banget tanggal mana tik acara jam bgst,0,1,0,0,0,0,0,0,0,0,0,0
dasar bolot,1,1,1,0,0,0,1,0,0,1,0,0
proses sidangahok waspada kubu ahokyakni munafik sesat sesat,1,1,0,1,0,0,0,0,1,0,1,0
aspirasi lina sumedang calon gubernur jabar berantas pelakor resah hidup warga desa,0,0,0,0,0,0,0,0,0,0,0,0
sblmnya mentwit sim bikinnyannblkgn gue lihat gambar gambar seliwerannnada simnya,0,0,0,0,0,0,0,0,0,0,0,0
ustadz bajing,1,1,1,0,0,0,0,0,1,1,0,0
delapan sembilan cupu luh,1,1,1,0,0,0,0,0,1,1,0,0
partai sinting indonesia,1,1,0,1,0,0,0,0,1,0,1,0
main kasar nama agama ulama ustaz uztazah forum ulama umat indonesia ditindaklanjuti,0,0,0,0,0,0,0,0,0,0,0,0
iye gue harap ahok penjara perkara almaidah sih,1,0,1,0,0,0,0,0,1,1,0,0
nctea renjun member korea jungwoo member asing gimana tho,0,0,0,0,0,0,0,0,0,0,0,0
turut sih probably doktrin doktrin etnis tionghoa langsung disamaratakan validitas cerita cerita pulannbiasanya cerita sudut pandang hhhh,0,0,0,0,0,0,0,0,0,0,0,0
takut mati lihat terrorispemimpin takut matitpi suruh matibom bunuh diri gobloknal bangsat takut matid,1,1,0,1,0,0,0,0,1,0,1,0
ditjen bimas islam menteri agama ri health and financial management training bismillah strategicactionteam aksinesia islamicwealthmanagement financialplanningsyariah syariahwealthcoach  at his grand savero,0,0,0,0,0,0,0,0,0,0,0,0
bbm listrik telur nmasih percaya rezim koplak,1,1,1,0,0,0,0,0,1,1,0,0
cebong bicara ilmu wawas orang bodoh mudah caci maki bicara lindur ilmu,1,1,0,1,0,0,0,0,1,0,1,0
ahok bukti jabat kuasa gubernur jakarta penting sebesarbesarnya taipan ri china,1,0,1,0,0,0,0,0,1,1,0,0
bantah mata lo dongo banget tong ngomong gasal mulu tolol,1,1,1,0,0,0,0,0,1,1,0,0
selera musik modern nplaylist lagu terkinintapi takut bilang anak indie idiot netizennnngapain insecure nnmusik jadul sampahnnmending bilang anak indie idiotnndaripada anak jadul idiot,0,1,0,0,0,0,0,0,0,0,0,0
jadi islam tolak boros salah kuasa sila tutup periuk,0,0,0,0,0,0,0,0,0,0,0,0
umat anies sandi makna otak dobol,1,1,0,1,0,0,0,0,1,0,1,0
bikin males jatuh motor benar motor koreng lutut which is literally pas kering susah jalan koreng ketariktarik kulit,0,0,0,0,0,0,0,0,0,0,0,0
bilang salah cebong kayak erti ya goblok,1,1,1,0,0,0,0,0,1,1,0,0
hembus tka asing kuasa driver ojek online,0,0,0,0,0,0,0,0,0,0,0,0
aiish mas mending anggap komunis komunis kumis hehehe,0,0,0,0,0,0,0,0,0,0,0,0
bubar panitia khusus dewan wakil rakyat nya rakyat rugi bayar pajak gaji kerja nya sibuk penting sndri,1,0,0,1,0,0,0,0,1,0,0,1
muhammad burak mekah yerusalem dongeng ibrahim mekah,1,0,0,1,1,0,0,0,0,0,1,0
jokowi ajak ulama jawa barat lurus hoax politik,0,0,0,0,0,0,0,0,0,0,0,0
kasi fitriani nasib mu dahulu penuh pusat latih nasional nya latih buang nihtp sayang pbsi nyali pecat latih lihat cina langsung pecat ning,0,0,0,0,0,0,0,0,0,0,0,0
bottom tato iya sempit kontol gue kena tai mantappppppppp,0,1,0,0,0,0,0,0,0,0,0,0
antek komunis teriak komunis,1,0,1,0,0,1,0,0,0,1,0,0
gak protesapa anies konsisten janji kampanyeklu janji realisasi batal gubernur,1,0,1,0,0,0,0,0,1,1,0,0
si babi cina biadab laku kaum pribumi surat pemberitahuan tahun baris serba nu nusantara dukung timpang biadab mrk,1,1,0,1,0,1,0,0,0,0,1,0
lemes congor mas pakai rok,1,1,1,0,0,0,0,0,1,1,0,0
bacot nih pecun,1,1,1,0,0,0,0,0,1,1,0,0
bohong bangkai cium bau busuk,0,0,0,0,0,0,0,0,0,0,0,0
sikah gabung koalisi zon hak koar koar jual congor turah gue peduli,1,1,1,0,0,0,0,0,1,1,0,0
akun pir akun satu it cerita pendek brengsek kmren pas baca cerita baca skaligus tpi publikasi smua,0,1,0,0,0,0,0,0,0,0,0,0
sidak rsup ahmad tabib gubernur kejut sistim antri daftar pasien via,0,0,0,0,0,0,0,0,0,0,0,0
gua asa orang bejat ya,0,0,0,0,0,0,0,0,0,0,0,0
rela telepon berjamjam habis topik telepon dengar,0,0,0,0,0,0,0,0,0,0,0,0
pamor rk akan partai politik usung dukung nista agama,1,0,0,1,0,0,0,0,1,0,1,0
ayo bu keliling pesantren antar,0,0,0,0,0,0,0,0,0,0,0,0
yg impor bawang asing buat oom,0,0,0,0,0,0,0,0,0,0,0,0
gaib ya telepon kantor cewek orang cina logat bahasa inggris aneh terima telepon teriak ieu maha,0,0,0,0,0,0,0,0,0,0,0,0
njul nek gonku koyo nama cocot bocor njul,0,1,0,0,0,0,0,0,0,0,0,0
antek cina percaya komunis orang musuh bantai muslim,1,0,1,0,1,1,0,0,0,1,0,0
orang hebat serah apa karir ngewe teman apa kunci buka telinga dengar keluh kesah,0,0,0,0,0,0,0,0,0,0,0,0
ganti antek asing,0,0,0,0,0,0,0,0,0,0,0,0
otw jekardah wussssttturunkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
rezim dablek ngutang pakai dana haji lengser jokowi,1,1,1,0,0,0,0,0,1,0,0,1
utang suap bikin candi mangkrak mending jamban guna,0,0,0,0,0,0,0,0,0,0,0,0
matanajwadebatjakarta urus bacot anis nya juaranyamemang makan bacot jakartahahapaslon aneh gede bacot doang,1,1,1,0,0,0,0,0,1,1,0,0
kalo sma kerja pas piket perangkat kelas kayak taplak meja spidol buku maju kelas dll nih tinggal kelas pas pulang kembali lowong kerja ruang piket ambil besok paginyan,0,0,0,0,0,0,0,0,0,0,0,0
dung nyinyir cuci ahok teriak kafir,1,1,1,0,0,0,0,0,1,1,0,0
gue jijik lihat wakil rakyat dpr sih fadil zonk efekbacaberita mantan koruptor nyaleg gembel korupsi tiada,0,1,0,0,0,0,0,0,0,0,0,0
bos presiden presiden,0,0,0,0,0,0,0,0,0,0,0,0
lamalama berita bom teroris dengar kemarin lusa wilayah surabaya barat gerebek duga teroris cari berita internet lokasi heboh berita,0,0,0,0,0,0,0,0,0,0,0,0
ya pki komunis simbol larang perintah napapun alas that dak tolerir,0,0,0,0,0,0,0,0,0,0,0,0
masuk setan,1,1,1,0,0,0,0,0,1,1,0,0
amin rais prabowo otot bicara roh biar pahlawan mau,1,0,1,0,0,0,0,0,1,1,0,0
kpk gelar program pilkada integritas,0,0,0,0,0,0,0,0,0,0,0,0
selamat setan,1,1,1,0,0,0,0,0,1,1,0,0
cebong kayak dongok abadi gampang dikibulin,1,1,1,0,0,0,0,0,1,1,0,0
lagu indonesia milik karakteristik paling khas budaya orang indonesia  hitsindonesiajuara by poetri a via lmusikindonesiajuara,0,0,0,0,0,0,0,0,0,0,0,0
kampret revisi haha,0,1,0,0,0,0,0,0,0,0,0,0
mari cinta produk bantu produk saing pasar global moga menang gubernur sumatra utara jadi sumatra utara bidang adang dll,0,0,0,0,0,0,0,0,0,0,0,0
yg ancam lengser jokowi fpi undang undang atur lengser jokowi permisi dukung,1,0,1,0,0,0,0,0,1,1,0,0
tantang hadap kuchat,0,0,0,0,0,0,0,0,0,0,0,0
ab periang murah senyum raguragu ceria,0,0,0,0,0,0,0,0,0,0,0,0
muka kayak tolong anjir,0,1,0,0,0,0,0,0,0,0,0,0
kaga anjir,0,1,0,0,0,0,0,0,0,0,0,0
bikin gue manusia homo ros v chanyeol nih wkwkwk,0,1,0,0,0,0,0,0,0,0,0,0
ya ampun bentar jkt mimpi burik,0,0,0,0,0,0,0,0,0,0,0,0
kali tellernya urus mata uang asing gt tau omong gimana coba satpam ambil nomor antre suka satpam ambil nomor,0,0,0,0,0,0,0,0,0,0,0,0
katak ge er isu jatuh rezim isu kerja intelijen konter gera komunis,1,0,0,1,0,1,0,0,0,0,1,0
hahahahaha sipit melek,0,0,0,0,0,0,0,0,0,0,0,0
ada syariat islam ajar bom bunuh mana,0,0,0,0,0,0,0,0,0,0,0,0
huahahaha kafir plonga plongo nih muke banci salon,1,1,1,0,1,0,1,1,0,1,0,0
cebong tetas rr,1,1,1,0,0,0,0,0,1,1,0,0
lengser jokowi rekan gagal perintah,1,0,1,0,0,0,0,0,1,0,0,1
eyang diam diam tahan eek,0,0,0,0,0,0,0,0,0,0,0,0
warga negara indonesianitu andanbangganini bilang soekarno pki benarbenar marah,0,0,0,0,0,0,0,0,0,0,0,0
islam nusantara tolak sunni wahabisme salaf liberalisme pluralisme yahudi as,0,0,0,0,0,0,0,0,0,0,0,0
cair kau ya anjing syiah kenyang kau makan uang rezim pki dasar syiah haram jadah kau,1,1,1,0,1,0,0,0,0,1,0,0
aamin awal pilih kepala daerah pilih calon partaipartai usung puncak,1,0,0,1,0,0,0,0,1,0,1,0
ken ngesaltyin kamori iya takut gigit antek antek vampir,0,0,0,0,0,0,0,0,0,0,0,0
duh dek jackson teman berengsek ya,1,1,0,1,0,0,0,0,1,0,1,0
industri orang cina kerja nwkwkwk,0,0,0,0,0,0,0,0,0,0,0,0
seru rasional bubar pki ganyang pki jebot sadar era buka,1,0,1,0,0,0,0,0,1,1,0,0
terkedu gakla fact taktahu jangkit yahudi sejarah nabi amp agama moga hidayah,0,0,0,0,0,0,0,0,0,0,0,0
subhanallahnsaat mahasiswa lembaga kaji uang nasional aksi diam amp boros negeri sakit hutang tambah rupiah hancur bahan bakar minyak listrik diam diam malam impor tka ambil sempat kerjannalhamdulillah bem suara,0,0,0,0,0,0,0,0,0,0,0,0
uji kompetensi visi amp misi handapan panelis peluang djarot saiful hidayat amp sihar sitorus pilkada sumut saksi kandidatbicara kamis ppl wib zilvia iskandar indonesia,0,0,0,0,0,0,0,0,0,0,0,0
inilh pimpin pimpin negara martabat gubernur serasa presiden,0,0,0,0,0,0,0,0,0,0,0,0
wkwkw budaya turun turun ,0,0,0,0,0,0,0,0,0,0,0,0
bangga lihat gubernur indonesia  bismillah ya,0,0,0,0,0,0,0,0,0,0,0,0
hahagubernur presiden ane bangga ,0,0,0,0,0,0,0,0,0,0,0,0
coba cek struktur tim kampanye anies sandi asma dewi wakil bendahara aksi,1,0,1,0,0,0,0,0,1,1,0,0
biar laden banci,0,1,0,0,0,0,0,0,0,0,0,0
tolol hakiki tampil kalah nyolot tolol obat,1,1,0,1,0,0,0,0,1,0,1,0
